,year,month,stateid,price,price-units
1223,03,2023,ESC,12.19,cents per kilowatt-hour
1224,03,2023,ESC,6.56,cents per kilowatt-hour
1226,03,2023,ESC,13.17,cents per kilowatt-hour
1227,03,2023,ESC,0.0,cents per kilowatt-hour
1228,03,2023,WSC,9.41,cents per kilowatt-hour
1229,03,2023,WSC,9.04,cents per kilowatt-hour
1230,03,2023,WSC,6.23,cents per kilowatt-hour
1232,03,2023,WSC,13.75,cents per kilowatt-hour
1233,03,2023,WSC,7.51,cents per kilowatt-hour
1234,07,2023,MD,13.94,cents per kilowatt-hour
1235,07,2023,MD,12.2,cents per kilowatt-hour
1236,07,2023,MD,9.84,cents per kilowatt-hour
1238,07,2023,MD,16.02,cents per kilowatt-hour
1239,07,2023,MD,11.1,cents per kilowatt-hour
1240,07,2023,MA,22.08,cents per kilowatt-hour
1241,07,2023,MA,18.72,cents per kilowatt-hour
1242,07,2023,MA,17.94,cents per kilowatt-hour
1244,07,2023,MA,27.43,cents per kilowatt-hour
1245,07,2023,MA,6.62,cents per kilowatt-hour
1246,07,2023,MI,14.28,cents per kilowatt-hour
1247,07,2023,MI,13.37,cents per kilowatt-hour
1248,07,2023,MI,8.2,cents per kilowatt-hour
1250,07,2023,MI,19.43,cents per kilowatt-hour
1251,07,2023,MI,14.05,cents per kilowatt-hour
1252,07,2023,MN,12.87,cents per kilowatt-hour
1253,07,2023,MN,13.12,cents per kilowatt-hour
1254,07,2023,MN,9.5,cents per kilowatt-hour
1256,07,2023,MN,15.6,cents per kilowatt-hour
1257,07,2023,MN,13.49,cents per kilowatt-hour
1258,07,2023,MS,10.85,cents per kilowatt-hour
1259,07,2023,MS,12.06,cents per kilowatt-hour
1260,07,2023,MS,6.78,cents per kilowatt-hour
1262,07,2023,MS,12.82,cents per kilowatt-hour
1263,07,2023,MS,0.0,cents per kilowatt-hour
1264,07,2023,MO,12.63,cents per kilowatt-hour
1265,07,2023,MO,11.75,cents per kilowatt-hour
1266,10,2023,OH,7.02,cents per kilowatt-hour
1268,10,2023,OH,15.89,cents per kilowatt-hour
1269,10,2023,OH,6.72,cents per kilowatt-hour
1270,10,2023,OK,9.35,cents per kilowatt-hour
1271,11,2023,WV,11.65,cents per kilowatt-hour
1272,11,2023,WV,7.63,cents per kilowatt-hour
1274,11,2023,WV,14.42,cents per kilowatt-hour
1275,11,2023,WV,0.0,cents per kilowatt-hour
1276,11,2023,WI,12.49,cents per kilowatt-hour
1277,11,2023,WI,12.58,cents per kilowatt-hour
1278,11,2023,WI,8.45,cents per kilowatt-hour
1280,11,2023,WI,16.85,cents per kilowatt-hour
1281,11,2023,WI,15.74,cents per kilowatt-hour
1282,11,2023,WY,8.45,cents per kilowatt-hour
1283,11,2023,WY,8.85,cents per kilowatt-hour
1284,11,2023,WY,7.22,cents per kilowatt-hour
1286,11,2023,WY,11.59,cents per kilowatt-hour
1287,11,2023,WY,0.0,cents per kilowatt-hour
1288,11,2023,NEW,22.05,cents per kilowatt-hour
1289,11,2023,NEW,19.18,cents per kilowatt-hour
1290,11,2023,NEW,15.75,cents per kilowatt-hour
1292,11,2023,NEW,27.47,cents per kilowatt-hour
1293,11,2023,NEW,10.68,cents per kilowatt-hour
1294,11,2023,MAT,15.37,cents per kilowatt-hour
1295,11,2023,MAT,15.47,cents per kilowatt-hour
1296,11,2023,MAT,7.78,cents per kilowatt-hour
1298,11,2023,MAT,19.76,cents per kilowatt-hour
1299,02,2023,GA,5.92,cents per kilowatt-hour
1300,02,2023,HI,41.12,cents per kilowatt-hour
1301,02,2023,HI,41.76,cents per kilowatt-hour
1302,02,2023,HI,38.13,cents per kilowatt-hour
1304,02,2023,HI,44.24,cents per kilowatt-hour
1305,02,2023,HI,0.0,cents per kilowatt-hour
1306,02,2023,ID,8.56,cents per kilowatt-hour
1307,02,2023,ID,8.22,cents per kilowatt-hour
1308,02,2023,ID,6.01,cents per kilowatt-hour
1310,02,2023,ID,10.19,cents per kilowatt-hour
1311,02,2023,ID,0.0,cents per kilowatt-hour
1312,02,2023,IL,12.11,cents per kilowatt-hour
1313,08,2023,WNC,14.21,cents per kilowatt-hour
1314,08,2023,WNC,12.64,cents per kilowatt-hour
1315,08,2023,SAT,11.99,cents per kilowatt-hour
1316,08,2023,SAT,10.64,cents per kilowatt-hour
1317,08,2023,SAT,8.04,cents per kilowatt-hour
1319,08,2023,SAT,14.28,cents per kilowatt-hour
1320,08,2023,SAT,10.53,cents per kilowatt-hour
1321,08,2023,ESC,10.9,cents per kilowatt-hour
1322,08,2023,ESC,11.94,cents per kilowatt-hour
1323,08,2023,ESC,6.9,cents per kilowatt-hour
1325,08,2023,ESC,12.79,cents per kilowatt-hour
1326,08,2023,ESC,0.0,cents per kilowatt-hour
1327,08,2023,WSC,10.92,cents per kilowatt-hour
1328,08,2023,WSC,9.84,cents per kilowatt-hour
1329,08,2023,WSC,8.26,cents per kilowatt-hour
1331,08,2023,WSC,13.56,cents per kilowatt-hour
1332,08,2023,WSC,7.01,cents per kilowatt-hour
1333,08,2023,MTN,11.8,cents per kilowatt-hour
1334,08,2023,MTN,11.55,cents per kilowatt-hour
1335,08,2023,MTN,8.68,cents per kilowatt-hour
1337,08,2023,MTN,13.92,cents per kilowatt-hour
1338,08,2023,MTN,13.11,cents per kilowatt-hour
1339,08,2023,PACC,21.77,cents per kilowatt-hour
1340,08,2023,PACC,22.5,cents per kilowatt-hour
1341,08,2023,PACC,15.58,cents per kilowatt-hour
1343,08,2023,PACC,24.22,cents per kilowatt-hour
1344,08,2023,PACC,13.51,cents per kilowatt-hour
1345,08,2023,PACN,30.14,cents per kilowatt-hour
1346,08,2023,PACN,28.81,cents per kilowatt-hour
1347,08,2023,PACN,27.85,cents per kilowatt-hour
1349,08,2023,PACN,34.22,cents per kilowatt-hour
1350,08,2023,PACN,0.0,cents per kilowatt-hour
1351,08,2023,US,13.27,cents per kilowatt-hour
1352,08,2023,US,13.08,cents per kilowatt-hour
1353,08,2023,US,8.9,cents per kilowatt-hour
1355,08,2023,US,15.91,cents per kilowatt-hour
1356,10,2023,AR,6.93,cents per kilowatt-hour
1358,10,2023,AR,12.73,cents per kilowatt-hour
1359,10,2023,AR,13.2,cents per kilowatt-hour
1360,10,2023,CA,25.92,cents per kilowatt-hour
1361,10,2023,CA,24.75,cents per kilowatt-hour
1362,10,2023,CA,20.15,cents per kilowatt-hour
1364,10,2023,CA,31.78,cents per kilowatt-hour
1365,10,2023,CA,14.92,cents per kilowatt-hour
1366,10,2023,CO,11.56,cents per kilowatt-hour
1367,02,2023,KY,10.41,cents per kilowatt-hour
1368,02,2023,KY,12.05,cents per kilowatt-hour
1369,02,2023,KY,7.19,cents per kilowatt-hour
1371,09,2023,RI,17.44,cents per kilowatt-hour
1372,09,2023,SC,10.83,cents per kilowatt-hour
1373,09,2023,SC,10.52,cents per kilowatt-hour
1374,09,2023,SC,6.94,cents per kilowatt-hour
1376,09,2023,SC,14.04,cents per kilowatt-hour
1377,09,2023,SC,0.0,cents per kilowatt-hour
1378,09,2023,SD,10.82,cents per kilowatt-hour
1379,09,2023,SD,10.44,cents per kilowatt-hour
1380,09,2023,SD,8.18,cents per kilowatt-hour
1382,09,2023,SD,13.24,cents per kilowatt-hour
1383,09,2023,SD,0.0,cents per kilowatt-hour
1384,09,2023,TN,10.58,cents per kilowatt-hour
1385,09,2023,TN,11.61,cents per kilowatt-hour
1386,09,2023,TN,6.18,cents per kilowatt-hour
1388,09,2023,TN,11.78,cents per kilowatt-hour
1389,09,2023,TN,0.0,cents per kilowatt-hour
1390,09,2023,TX,10.91,cents per kilowatt-hour
1391,09,2023,TX,9.23,cents per kilowatt-hour
1392,09,2023,TX,7.69,cents per kilowatt-hour
1394,09,2023,TX,14.68,cents per kilowatt-hour
1395,09,2023,TX,7.49,cents per kilowatt-hour
1396,09,2023,UT,9.53,cents per kilowatt-hour
1397,09,2023,UT,9.22,cents per kilowatt-hour
1398,09,2023,UT,7.1,cents per kilowatt-hour
1400,09,2023,UT,11.85,cents per kilowatt-hour
1401,09,2023,UT,12.33,cents per kilowatt-hour
1402,09,2023,VT,17.8,cents per kilowatt-hour
1403,09,2023,VT,18.31,cents per kilowatt-hour
1404,09,2023,VT,11.39,cents per kilowatt-hour
1406,09,2023,VT,21.21,cents per kilowatt-hour
1407,09,2023,VT,0.0,cents per kilowatt-hour
1408,09,2023,VA,10.43,cents per kilowatt-hour
1409,09,2023,VA,8.29,cents per kilowatt-hour
1410,09,2023,VA,9.12,cents per kilowatt-hour
1412,09,2023,VA,14.69,cents per kilowatt-hour
1413,09,2023,VA,9.02,cents per kilowatt-hour
1414,09,2023,WA,9.52,cents per kilowatt-hour
1415,09,2023,WA,9.87,cents per kilowatt-hour
1416,09,2023,WA,6.4,cents per kilowatt-hour
1418,09,2023,WA,11.38,cents per kilowatt-hour
1419,01,2023,TN,10.9,cents per kilowatt-hour
1420,01,2023,TN,12.05,cents per kilowatt-hour
1421,01,2023,TN,6.6,cents per kilowatt-hour
1423,01,2023,TN,12.04,cents per kilowatt-hour
1424,01,2023,TN,0.0,cents per kilowatt-hour
1425,01,2023,TX,10.03,cents per kilowatt-hour
1426,01,2023,TX,8.86,cents per kilowatt-hour
1427,01,2023,TX,6.48,cents per kilowatt-hour
1429,01,2023,TX,14.36,cents per kilowatt-hour
1430,01,2023,TX,7.09,cents per kilowatt-hour
1431,01,2023,UT,8.77,cents per kilowatt-hour
1432,01,2023,UT,7.95,cents per kilowatt-hour
1433,01,2023,UT,7.41,cents per kilowatt-hour
1435,01,2023,UT,10.65,cents per kilowatt-hour
1436,01,2023,UT,12.41,cents per kilowatt-hour
1437,01,2023,VT,17.2,cents per kilowatt-hour
1438,01,2023,VT,17.39,cents per kilowatt-hour
1439,01,2023,VT,11.99,cents per kilowatt-hour
1441,01,2023,VT,19.96,cents per kilowatt-hour
1442,01,2023,VT,0.0,cents per kilowatt-hour
1443,01,2023,VA,11.53,cents per kilowatt-hour
1444,01,2023,VA,9.99,cents per kilowatt-hour
1445,01,2023,VA,9.4,cents per kilowatt-hour
1447,01,2023,VA,13.96,cents per kilowatt-hour
1448,01,2023,VA,12.21,cents per kilowatt-hour
1449,01,2023,WA,9.55,cents per kilowatt-hour
1450,01,2023,WA,9.99,cents per kilowatt-hour
1451,01,2023,WA,6.36,cents per kilowatt-hour
1453,01,2023,WA,10.49,cents per kilowatt-hour
1454,01,2023,WA,10.06,cents per kilowatt-hour
1455,01,2023,WV,10.05,cents per kilowatt-hour
1456,08,2023,NEW,18.94,cents per kilowatt-hour
1457,08,2023,NEW,15.7,cents per kilowatt-hour
1459,08,2023,NEW,27.11,cents per kilowatt-hour
1460,08,2023,NEW,13.43,cents per kilowatt-hour
1461,08,2023,MAT,16.0,cents per kilowatt-hour
1462,08,2023,MAT,16.06,cents per kilowatt-hour
1463,08,2023,MAT,7.89,cents per kilowatt-hour
1465,08,2023,MAT,19.74,cents per kilowatt-hour
1466,08,2023,MAT,15.18,cents per kilowatt-hour
1467,08,2023,ENC,12.04,cents per kilowatt-hour
1468,08,2023,ENC,11.96,cents per kilowatt-hour
1469,08,2023,ENC,8.04,cents per kilowatt-hour
1471,08,2023,ENC,15.72,cents per kilowatt-hour
1472,08,2023,ENC,6.79,cents per kilowatt-hour
1473,08,2023,WNC,11.52,cents per kilowatt-hour
1474,08,2023,WNC,11.25,cents per kilowatt-hour
1475,08,2023,WNC,8.62,cents per kilowatt-hour
1477,02,2023,UT,7.01,cents per kilowatt-hour
1479,02,2023,UT,10.79,cents per kilowatt-hour
1480,02,2023,UT,12.41,cents per kilowatt-hour
1481,02,2023,VT,17.27,cents per kilowatt-hour
1482,02,2023,VT,17.49,cents per kilowatt-hour
1483,02,2023,VT,11.23,cents per kilowatt-hour
1485,02,2023,VT,20.28,cents per kilowatt-hour
1486,02,2023,VT,0.0,cents per kilowatt-hour
1487,02,2023,VA,10.94,cents per kilowatt-hour
1488,02,2023,VA,9.19,cents per kilowatt-hour
1489,02,2023,VA,8.83,cents per kilowatt-hour
1491,02,2023,VA,14.32,cents per kilowatt-hour
1492,02,2023,VA,11.32,cents per kilowatt-hour
1493,02,2023,WA,9.65,cents per kilowatt-hour
1494,02,2023,WA,9.99,cents per kilowatt-hour
1495,08,2023,US,13.26,cents per kilowatt-hour
1496,09,2023,AL,11.67,cents per kilowatt-hour
1497,09,2023,AL,12.95,cents per kilowatt-hour
1498,09,2023,AL,6.99,cents per kilowatt-hour
1500,09,2023,AL,14.89,cents per kilowatt-hour
1501,09,2023,AL,0.0,cents per kilowatt-hour
1502,09,2023,AK,21.15,cents per kilowatt-hour
1503,03,2023,DC,10.59,cents per kilowatt-hour
1505,03,2023,DC,16.06,cents per kilowatt-hour
1506,03,2023,DC,10.76,cents per kilowatt-hour
1507,03,2023,FL,13.2,cents per kilowatt-hour
1508,03,2023,FL,12.03,cents per kilowatt-hour
1509,03,2023,FL,9.81,cents per kilowatt-hour
1511,03,2023,FL,14.65,cents per kilowatt-hour
1512,03,2023,FL,11.66,cents per kilowatt-hour
1513,03,2023,GA,10.5,cents per kilowatt-hour
1514,03,2023,GA,10.52,cents per kilowatt-hour
1515,03,2023,GA,6.0,cents per kilowatt-hour
1517,03,2023,GA,13.49,cents per kilowatt-hour
1518,03,2023,GA,6.29,cents per kilowatt-hour
1519,03,2023,HI,40.94,cents per kilowatt-hour
1520,03,2023,HI,41.55,cents per kilowatt-hour
1521,03,2023,HI,38.0,cents per kilowatt-hour
1523,03,2023,HI,44.06,cents per kilowatt-hour
1524,03,2023,HI,0.0,cents per kilowatt-hour
1525,03,2023,ID,8.41,cents per kilowatt-hour
1526,03,2023,ID,8.28,cents per kilowatt-hour
1527,03,2023,ID,5.98,cents per kilowatt-hour
1529,03,2023,ID,10.03,cents per kilowatt-hour
1530,03,2023,ID,0.0,cents per kilowatt-hour
1531,03,2023,IL,12.29,cents per kilowatt-hour
1532,03,2023,IL,11.48,cents per kilowatt-hour
1533,03,2023,IL,8.36,cents per kilowatt-hour
1535,03,2023,IL,17.38,cents per kilowatt-hour
1536,03,2023,IL,6.87,cents per kilowatt-hour
1537,03,2023,IN,12.42,cents per kilowatt-hour
1538,03,2023,IN,13.73,cents per kilowatt-hour
1539,03,2023,IN,9.07,cents per kilowatt-hour
1541,03,2023,IN,16.02,cents per kilowatt-hour
1542,03,2023,IN,13.1,cents per kilowatt-hour
1543,03,2023,IA,8.28,cents per kilowatt-hour
1544,03,2023,IA,9.14,cents per kilowatt-hour
1545,03,2023,IA,5.76,cents per kilowatt-hour
1547,03,2023,IA,11.99,cents per kilowatt-hour
1548,03,2023,IA,0.0,cents per kilowatt-hour
1549,03,2023,KS,11.06,cents per kilowatt-hour
1550,03,2023,KS,11.2,cents per kilowatt-hour
1551,03,2023,KS,8.16,cents per kilowatt-hour
1553,03,2023,KS,13.72,cents per kilowatt-hour
1554,03,2023,KS,0.0,cents per kilowatt-hour
1555,03,2023,KY,9.68,cents per kilowatt-hour
1556,03,2023,KY,11.21,cents per kilowatt-hour
1557,03,2023,KY,6.43,cents per kilowatt-hour
1559,03,2023,KY,12.28,cents per kilowatt-hour
1560,09,2023,WA,10.02,cents per kilowatt-hour
1561,09,2023,WV,10.1,cents per kilowatt-hour
1562,09,2023,WV,10.68,cents per kilowatt-hour
1563,09,2023,WV,7.29,cents per kilowatt-hour
1565,04,2023,AR,6.26,cents per kilowatt-hour
1567,04,2023,AR,12.36,cents per kilowatt-hour
1568,04,2023,AR,15.83,cents per kilowatt-hour
1569,04,2023,CA,23.23,cents per kilowatt-hour
1570,04,2023,CA,21.37,cents per kilowatt-hour
1571,04,2023,CA,15.81,cents per kilowatt-hour
1573,04,2023,CA,29.7,cents per kilowatt-hour
1574,04,2023,CA,11.51,cents per kilowatt-hour
1575,04,2023,CO,11.08,cents per kilowatt-hour
1576,04,2023,CO,11.18,cents per kilowatt-hour
1577,04,2023,CO,8.17,cents per kilowatt-hour
1579,04,2023,CO,13.53,cents per kilowatt-hour
1580,04,2023,CO,12.4,cents per kilowatt-hour
1581,04,2023,CT,26.29,cents per kilowatt-hour
1582,04,2023,CT,20.99,cents per kilowatt-hour
1583,04,2023,CT,15.46,cents per kilowatt-hour
1585,04,2023,CT,34.48,cents per kilowatt-hour
1586,04,2023,CT,17.33,cents per kilowatt-hour
1587,04,2023,DE,12.72,cents per kilowatt-hour
1588,04,2023,DE,12.19,cents per kilowatt-hour
1589,04,2023,DE,7.7,cents per kilowatt-hour
1591,04,2023,DE,15.47,cents per kilowatt-hour
1592,04,2023,DE,0.0,cents per kilowatt-hour
1593,04,2023,DC,16.11,cents per kilowatt-hour
1594,04,2023,DC,16.79,cents per kilowatt-hour
1595,04,2023,DC,11.16,cents per kilowatt-hour
1597,04,2023,DC,15.3,cents per kilowatt-hour
1598,04,2023,DC,9.86,cents per kilowatt-hour
1599,04,2023,FL,13.88,cents per kilowatt-hour
1600,04,2023,FL,12.35,cents per kilowatt-hour
1601,04,2023,FL,9.29,cents per kilowatt-hour
1603,04,2023,FL,15.72,cents per kilowatt-hour
1604,04,2023,FL,12.24,cents per kilowatt-hour
1605,04,2023,GA,10.4,cents per kilowatt-hour
1606,04,2023,GA,10.45,cents per kilowatt-hour
1607,04,2023,GA,6.28,cents per kilowatt-hour
1609,04,2023,GA,13.25,cents per kilowatt-hour
1610,04,2023,GA,5.82,cents per kilowatt-hour
1611,04,2023,HI,39.7,cents per kilowatt-hour
1612,04,2023,HI,40.16,cents per kilowatt-hour
1613,04,2023,HI,36.66,cents per kilowatt-hour
1615,04,2023,HI,43.18,cents per kilowatt-hour
1616,04,2023,HI,0.0,cents per kilowatt-hour
1617,04,2023,ID,8.43,cents per kilowatt-hour
1618,04,2023,ID,8.41,cents per kilowatt-hour
1619,04,2023,ID,6.36,cents per kilowatt-hour
1621,04,2023,ID,10.18,cents per kilowatt-hour
1622,03,2023,KY,0.0,cents per kilowatt-hour
1623,03,2023,LA,9.15,cents per kilowatt-hour
1624,03,2023,LA,11.14,cents per kilowatt-hour
1625,03,2023,LA,6.35,cents per kilowatt-hour
1627,03,2023,LA,11.87,cents per kilowatt-hour
1628,03,2023,LA,11.09,cents per kilowatt-hour
1629,03,2023,ME,22.17,cents per kilowatt-hour
1630,03,2023,ME,18.31,cents per kilowatt-hour
1631,03,2023,ME,12.61,cents per kilowatt-hour
1633,03,2023,ME,29.37,cents per kilowatt-hour
1634,03,2023,ME,0.0,cents per kilowatt-hour
1635,03,2023,MD,13.87,cents per kilowatt-hour
1636,03,2023,MD,12.52,cents per kilowatt-hour
1637,03,2023,MD,9.54,cents per kilowatt-hour
1639,03,2023,MD,15.85,cents per kilowatt-hour
1640,03,2023,MD,10.36,cents per kilowatt-hour
1641,03,2023,MA,24.9,cents per kilowatt-hour
1642,03,2023,MA,20.53,cents per kilowatt-hour
1643,03,2023,MA,18.14,cents per kilowatt-hour
1645,03,2023,MA,32.72,cents per kilowatt-hour
1646,03,2023,MA,7.27,cents per kilowatt-hour
1647,03,2023,MI,13.27,cents per kilowatt-hour
1648,03,2023,MI,13.09,cents per kilowatt-hour
1649,03,2023,MI,8.03,cents per kilowatt-hour
1651,03,2023,MI,18.23,cents per kilowatt-hour
1652,03,2023,MI,13.64,cents per kilowatt-hour
1653,03,2023,MN,11.85,cents per kilowatt-hour
1654,03,2023,MN,12.02,cents per kilowatt-hour
1655,03,2023,MN,9.09,cents per kilowatt-hour
1657,03,2023,MN,13.94,cents per kilowatt-hour
1658,03,2023,MN,12.48,cents per kilowatt-hour
1659,03,2023,MS,11.13,cents per kilowatt-hour
1660,03,2023,MS,13.0,cents per kilowatt-hour
1661,03,2023,MS,7.07,cents per kilowatt-hour
1663,03,2023,MS,13.8,cents per kilowatt-hour
1664,03,2023,MS,0.0,cents per kilowatt-hour
1665,03,2023,MO,10.0,cents per kilowatt-hour
1666,03,2023,MO,9.39,cents per kilowatt-hour
1667,03,2023,MO,7.55,cents per kilowatt-hour
1669,03,2023,MO,11.46,cents per kilowatt-hour
1670,03,2023,MO,8.22,cents per kilowatt-hour
1671,03,2023,MT,11.11,cents per kilowatt-hour
1672,03,2023,MT,11.99,cents per kilowatt-hour
1673,03,2023,MT,8.33,cents per kilowatt-hour
1675,03,2023,MT,12.13,cents per kilowatt-hour
1676,03,2023,MT,0.0,cents per kilowatt-hour
1677,03,2023,NE,8.73,cents per kilowatt-hour
1678,05,2023,NY,6.87,cents per kilowatt-hour
1680,05,2023,NY,20.47,cents per kilowatt-hour
1681,05,2023,NY,15.18,cents per kilowatt-hour
1682,05,2023,NC,9.98,cents per kilowatt-hour
1683,05,2023,NC,9.24,cents per kilowatt-hour
1684,05,2023,NC,6.45,cents per kilowatt-hour
1686,06,2023,NE,11.98,cents per kilowatt-hour
1687,06,2023,NE,0.0,cents per kilowatt-hour
1688,06,2023,NV,14.05,cents per kilowatt-hour
1689,06,2023,NV,12.44,cents per kilowatt-hour
1690,06,2023,NV,11.92,cents per kilowatt-hour
1692,06,2023,NV,17.38,cents per kilowatt-hour
1693,06,2023,NV,13.16,cents per kilowatt-hour
1694,06,2023,NH,22.81,cents per kilowatt-hour
1695,06,2023,NH,19.91,cents per kilowatt-hour
1696,06,2023,NH,14.77,cents per kilowatt-hour
1698,06,2023,NH,29.53,cents per kilowatt-hour
1699,06,2023,NH,0.0,cents per kilowatt-hour
1700,06,2023,NJ,16.13,cents per kilowatt-hour
1701,06,2023,NJ,14.87,cents per kilowatt-hour
1702,06,2023,NJ,13.13,cents per kilowatt-hour
1704,06,2023,NJ,18.19,cents per kilowatt-hour
1705,06,2023,NJ,12.33,cents per kilowatt-hour
1706,06,2023,NM,9.46,cents per kilowatt-hour
1707,06,2023,NM,10.69,cents per kilowatt-hour
1708,06,2023,NM,5.73,cents per kilowatt-hour
1710,06,2023,NM,13.58,cents per kilowatt-hour
1711,06,2023,NM,0.0,cents per kilowatt-hour
1712,06,2023,NY,18.15,cents per kilowatt-hour
1713,06,2023,NY,18.4,cents per kilowatt-hour
1714,06,2023,NY,6.62,cents per kilowatt-hour
1716,06,2023,NY,21.63,cents per kilowatt-hour
1717,06,2023,NY,15.71,cents per kilowatt-hour
1718,06,2023,NC,10.1,cents per kilowatt-hour
1719,06,2023,NC,9.11,cents per kilowatt-hour
1720,06,2023,NC,6.69,cents per kilowatt-hour
1722,06,2023,NC,12.57,cents per kilowatt-hour
1723,06,2023,NC,9.07,cents per kilowatt-hour
1724,06,2023,ND,8.29,cents per kilowatt-hour
1725,06,2023,ND,7.48,cents per kilowatt-hour
1726,06,2023,ND,7.57,cents per kilowatt-hour
1728,06,2023,ND,12.35,cents per kilowatt-hour
1729,06,2023,ND,0.0,cents per kilowatt-hour
1730,06,2023,OH,11.24,cents per kilowatt-hour
1731,06,2023,OH,10.97,cents per kilowatt-hour
1732,06,2023,OH,7.08,cents per kilowatt-hour
1734,06,2023,OH,16.29,cents per kilowatt-hour
1735,06,2023,OH,5.86,cents per kilowatt-hour
1736,06,2023,OK,9.79,cents per kilowatt-hour
1737,03,2023,AL,10.99,cents per kilowatt-hour
1738,03,2023,AL,13.08,cents per kilowatt-hour
1739,03,2023,AL,6.66,cents per kilowatt-hour
1741,03,2023,AL,14.67,cents per kilowatt-hour
1742,03,2023,AL,0.0,cents per kilowatt-hour
1743,03,2023,AK,21.27,cents per kilowatt-hour
1744,03,2023,AK,20.57,cents per kilowatt-hour
1745,03,2023,AK,19.06,cents per kilowatt-hour
1746,04,2023,ID,0.0,cents per kilowatt-hour
1747,04,2023,IL,12.2,cents per kilowatt-hour
1748,04,2023,IL,11.6,cents per kilowatt-hour
1749,04,2023,IL,8.11,cents per kilowatt-hour
1751,04,2023,IL,17.82,cents per kilowatt-hour
1752,04,2023,IL,5.98,cents per kilowatt-hour
1753,04,2023,IN,11.37,cents per kilowatt-hour
1754,04,2023,IN,12.59,cents per kilowatt-hour
1755,04,2023,IN,8.36,cents per kilowatt-hour
1757,04,2023,IN,15.08,cents per kilowatt-hour
1758,04,2023,IN,13.63,cents per kilowatt-hour
1759,04,2023,IA,8.31,cents per kilowatt-hour
1760,04,2023,IA,9.5,cents per kilowatt-hour
1761,04,2023,IA,5.86,cents per kilowatt-hour
1763,04,2023,IA,12.62,cents per kilowatt-hour
1764,04,2023,IA,0.0,cents per kilowatt-hour
1765,04,2023,KS,10.53,cents per kilowatt-hour
1766,04,2023,KS,10.75,cents per kilowatt-hour
1767,04,2023,KS,7.5,cents per kilowatt-hour
1769,04,2023,KS,13.59,cents per kilowatt-hour
1770,04,2023,KS,0.0,cents per kilowatt-hour
1771,04,2023,KY,9.7,cents per kilowatt-hour
1772,04,2023,KY,11.38,cents per kilowatt-hour
1773,10,2023,CO,11.48,cents per kilowatt-hour
1774,10,2023,CO,8.35,cents per kilowatt-hour
1776,10,2023,CO,14.5,cents per kilowatt-hour
1777,10,2023,CO,13.64,cents per kilowatt-hour
1778,10,2023,CT,23.2,cents per kilowatt-hour
1779,10,2023,CT,19.9,cents per kilowatt-hour
1780,10,2023,CT,15.95,cents per kilowatt-hour
1782,10,2023,CT,29.01,cents per kilowatt-hour
1783,10,2023,CT,16.09,cents per kilowatt-hour
1784,10,2023,DE,13.19,cents per kilowatt-hour
1785,10,2023,DE,11.88,cents per kilowatt-hour
1786,10,2023,DE,7.52,cents per kilowatt-hour
1788,10,2023,DE,17.43,cents per kilowatt-hour
1789,10,2023,DE,0.0,cents per kilowatt-hour
1790,10,2023,DC,17.54,cents per kilowatt-hour
1791,10,2023,DC,17.84,cents per kilowatt-hour
1792,10,2023,DC,11.54,cents per kilowatt-hour
1793,11,2023,KY,13.29,cents per kilowatt-hour
1794,11,2023,KY,0.0,cents per kilowatt-hour
1795,11,2023,LA,8.6,cents per kilowatt-hour
1796,11,2023,LA,10.6,cents per kilowatt-hour
1797,11,2023,LA,5.73,cents per kilowatt-hour
1799,11,2023,LA,11.45,cents per kilowatt-hour
1800,11,2023,LA,11.23,cents per kilowatt-hour
1801,11,2023,ME,21.56,cents per kilowatt-hour
1802,11,2023,ME,18.13,cents per kilowatt-hour
1803,11,2023,ME,12.96,cents per kilowatt-hour
1805,11,2023,ME,28.46,cents per kilowatt-hour
1806,11,2023,ME,0.0,cents per kilowatt-hour
1807,11,2023,MD,14.54,cents per kilowatt-hour
1808,05,2023,NC,12.9,cents per kilowatt-hour
1809,05,2023,NC,8.16,cents per kilowatt-hour
1810,05,2023,ND,7.78,cents per kilowatt-hour
1811,05,2023,ND,6.88,cents per kilowatt-hour
1812,05,2023,ND,7.31,cents per kilowatt-hour
1814,05,2023,ND,11.75,cents per kilowatt-hour
1815,05,2023,ND,0.0,cents per kilowatt-hour
1816,05,2023,OH,10.86,cents per kilowatt-hour
1817,05,2023,OH,10.96,cents per kilowatt-hour
1818,05,2023,OH,6.94,cents per kilowatt-hour
1820,05,2023,OH,15.63,cents per kilowatt-hour
1821,05,2023,OH,5.86,cents per kilowatt-hour
1822,05,2023,OK,8.46,cents per kilowatt-hour
1823,05,2023,OK,8.39,cents per kilowatt-hour
1824,05,2023,OK,5.77,cents per kilowatt-hour
1826,05,2023,OK,11.63,cents per kilowatt-hour
1827,05,2023,OK,0.0,cents per kilowatt-hour
1828,05,2023,OR,10.1,cents per kilowatt-hour
1829,05,2023,OR,9.91,cents per kilowatt-hour
1830,05,2023,OR,7.01,cents per kilowatt-hour
1832,05,2023,OR,13.01,cents per kilowatt-hour
1833,05,2023,OR,11.54,cents per kilowatt-hour
1834,05,2023,PA,12.1,cents per kilowatt-hour
1835,07,2023,NY,22.29,cents per kilowatt-hour
1836,07,2023,NY,15.83,cents per kilowatt-hour
1837,07,2023,NC,10.6,cents per kilowatt-hour
1838,07,2023,NC,9.71,cents per kilowatt-hour
